

   ___                              _    
10.208.193.150:9100 open
10.208.193.157:9100 open
10.208.195.82:9100 open
10.208.195.92:9100 open
10.208.206.29:9100 open
10.208.208.30:9100 open
10.208.208.17:9100 open
10.208.208.22:9100 open
10.208.206.28:9100 open
10.208.9.158:9101 open
10.208.9.197:9101 open
10.208.9.219:9101 open
10.208.9.242:9101 open
10.208.9.249:9101 open
10.208.192.148:9100 open
10.208.192.136:9100 open
10.208.9.149:9103 open
10.208.9.151:9103 open
10.208.9.150:9103 open
10.208.5.250:9128 open
10.208.208.161:9128 open
10.208.22.2:9155 open
10.208.22.2:9164 open
10.208.22.2:9174 open
10.208.22.2:9181 open
10.208.22.2:9221 open
10.208.22.2:9222 open
10.208.22.2:9289 open
10.208.22.2:9302 open
10.208.93.173:9302 open
10.208.22.2:9304 open
10.208.93.173:9304 open
10.208.22.2:9305 open
10.208.22.2:9307 open
10.208.93.173:9307 open
10.208.202.34:9307 open
10.208.203.70:9307 open
10.208.22.2:9309 open
10.208.93.173:9309 open
10.208.22.2:9312 open
10.208.93.173:9312 open
10.208.22.2:9316 open
10.208.22.2:9412 open
10.208.20.4:9443 open
10.208.93.173:9708 open
10.208.93.173:9903 open
10.208.93.158:9982 open
10.208.255.2:9991 open
10.208.255.4:9991 open
10.208.255.6:9991 open
10.208.255.2:9992 open
10.208.255.4:9992 open
10.208.255.6:9992 open
10.208.1.250:9998 open
10.208.93.231:9999 open
10.208.9.199:10000 open
10.208.93.173:10000 open
10.208.93.231:10000 open
10.208.2.145:10001 open
10.208.22.2:10001 open
10.208.93.173:10001 open
10.208.93.231:10001 open
10.208.2.145:10002 open
10.208.93.231:10002 open
10.208.93.231:10003 open
10.208.210.241:10010 open
10.208.210.241:10013 open
10.208.209.32:10032 open
10.208.210.63:10063 open
10.208.255.3:10087 open
10.208.255.5:10087 open
10.208.255.2:10088 open
10.208.255.4:10088 open
10.208.255.3:10088 open
10.208.255.6:10088 open
10.208.255.5:10088 open
10.208.255.3:10089 open
10.208.255.5:10089 open
10.208.209.28:10113 open
10.208.203.7:10118 open
10.208.208.159:10159 open
10.208.9.199:10199 open
10.208.208.219:10215 open
10.208.254.143:10250 open
10.208.254.144:10250 open
10.208.93.173:10252 open
10.208.208.125:10580 open
10.208.93.173:11024 open
10.208.203.79:11044 open
10.208.209.56:11170 open
10.208.208.40:11200 open
10.208.209.56:11200 open
10.208.208.161:11200 open
10.208.93.159:11211 open
10.208.20.4:11580 open
10.208.93.198:11580 open
10.208.93.153:11580 open
10.208.202.45:11646 open
10.208.20.4:11762 open
10.208.93.198:11762 open
10.208.93.153:11762 open
10.208.209.35:11961 open
10.208.203.27:11981 open
10.208.208.29:11982 open
10.208.202.177:12121 open
10.208.202.64:12121 open
10.208.208.87:12121 open
10.208.93.198:12200 open
10.208.202.103:12244 open
10.208.93.173:12261 open
10.208.202.238:12512 open
10.208.255.198:12578 open
10.208.197.151:12588 open
10.208.208.213:12985 open
10.208.208.8:13158 open
10.208.208.125:13298 open
10.208.93.191:13822 open
10.208.208.68:14206 open
10.208.203.137:14426 open
10.208.202.112:14783 open
10.208.203.10:14962 open
10.208.93.192:15000 open
10.208.22.2:15001 open
10.208.93.173:15001 open
10.208.202.78:15150 open
10.208.208.115:15264 open
10.208.203.3:15621 open
10.208.208.107:15698 open
10.208.208.122:15809 open
10.208.209.35:15925 open
10.208.203.144:16111 open
10.208.202.177:16351 open
10.208.209.56:16422 open
10.208.208.40:16422 open
10.208.208.161:16422 open
10.208.208.29:16480 open
10.208.208.107:16556 open
10.208.208.217:16594 open
10.208.203.21:16897 open
10.208.208.243:16905 open
10.208.202.251:17072 open
10.208.202.188:17075 open
10.208.208.153:17089 open
10.208.208.73:17125 open
10.208.202.112:17222 open
10.208.208.69:17485 open
10.208.192.87:18080 open
10.208.192.87:18081 open
10.208.192.87:18082 open
10.208.192.87:18088 open
10.208.93.173:18169 open
10.208.255.26:18181 open
10.208.255.26:18182 open
10.208.255.26:18184 open
10.208.255.26:18185 open
10.208.255.26:18186 open
10.208.203.19:18223 open
10.208.93.190:18888 open
10.208.202.147:19120 open
10.208.202.251:19751 open
10.208.93.173:20000 open
10.208.93.198:20001 open
10.208.208.20:20002 open
10.208.13.11:20080 open
10.208.93.156:21011 open
10.208.192.4:21011 open
10.208.211.200:21011 open
10.208.93.156:21021 open
10.208.192.4:21021 open
10.208.211.200:21021 open
10.208.93.156:21031 open
10.208.192.4:21031 open
10.208.211.200:21031 open
10.208.93.156:21041 open
10.208.192.4:21041 open
10.208.211.200:21041 open
10.208.93.156:21051 open
10.208.192.4:21051 open
10.208.211.200:21051 open
10.208.93.156:21061 open
10.208.192.4:21061 open
10.208.211.200:21061 open
10.208.93.156:21071 open
10.208.192.4:21071 open
10.208.211.200:21071 open
10.208.93.156:21115 open
10.208.192.4:21115 open
10.208.211.200:21115 open
10.208.93.156:21117 open
10.208.192.4:21117 open
10.208.211.200:21117 open
10.208.192.4:21131 open
10.208.93.156:21131 open
10.208.211.200:21131 open
10.208.93.190:21190 open
10.208.93.190:21191 open
10.208.93.190:21195 open
10.208.93.190:21999 open
10.208.255.198:22135 open
10.208.18.2:22345 open
10.208.18.4:22345 open
10.208.18.3:22345 open
10.208.93.159:23389 open
10.208.22.19:25000 open
10.208.22.18:25000 open
10.208.22.21:25000 open
10.208.22.20:25000 open
10.208.255.198:25102 open
10.208.255.198:25420 open
10.208.5.250:25425 open
10.208.255.198:25943 open
10.208.93.163:26000 open
10.208.255.198:26037 open
10.208.22.2:26101 open
10.208.93.173:26101 open
10.208.93.162:27000 open
10.208.93.160:27000 open
10.208.93.163:27000 open
10.208.93.161:27000 open
10.208.93.173:27777 open
10.208.255.198:30000 open
10.208.21.2:30960 open
10.208.22.19:30960 open
10.208.22.18:30960 open
10.208.22.21:30960 open
10.208.22.20:30960 open
10.208.22.51:30960 open
10.208.22.52:30960 open
10.208.22.53:30960 open
10.208.22.54:30960 open
10.208.22.50:30960 open
10.208.22.56:30960 open
10.208.22.57:30960 open
10.208.22.58:30960 open
10.208.22.59:30960 open
10.208.22.55:30960 open
10.208.22.210:30960 open
10.208.22.212:30960 open
10.208.22.211:30960 open
10.208.22.213:30960 open
10.208.22.214:30960 open
10.208.93.232:30960 open
10.208.199.3:30960 open
10.208.199.5:30960 open
10.208.199.2:30960 open
10.208.199.4:30960 open
10.208.210.69:30960 open
10.208.210.243:30960 open
10.208.211.5:30960 open
10.208.93.232:30996 open
10.208.93.232:30997 open
10.208.210.69:30999 open
10.208.210.243:30999 open
10.208.22.19:31683 open
10.208.22.19:31684 open
10.208.22.19:31685 open
10.208.22.19:31686 open
10.208.22.20:31706 open
10.208.22.20:31707 open
10.208.22.21:31708 open
10.208.22.20:31708 open
10.208.22.21:31709 open
10.208.22.20:31709 open
10.208.22.18:31710 open
10.208.22.21:31710 open
10.208.22.21:31711 open
10.208.22.18:31711 open
10.208.22.18:31712 open
10.208.22.18:31713 open
10.208.254.145:32378 open
10.208.208.35:33153 open
10.208.22.2:33461 open
10.208.192.10:33686 open
10.208.22.2:34602 open
10.208.93.198:34952 open
10.208.93.173:35001 open
10.208.93.161:35760 open
10.208.93.173:36086 open
10.208.93.173:36087 open
10.208.93.173:36088 open
10.208.93.173:36089 open
10.208.93.173:36090 open
10.208.93.173:36091 open
10.208.93.173:36092 open
10.208.93.173:36093 open
10.208.93.173:36094 open
10.208.93.173:36095 open
10.208.93.173:36096 open
10.208.93.173:36097 open
10.208.93.173:36098 open
10.208.93.173:36099 open
10.208.93.173:36100 open
10.208.93.160:36199 open
10.208.202.116:36371 open
10.208.208.26:36661 open
10.208.202.75:36709 open
10.208.208.2:36805 open
10.208.202.103:36831 open
10.208.208.68:36933 open
10.208.22.2:37609 open
10.208.202.103:37725 open
10.208.22.179:37777 open
10.208.22.180:37777 open
10.208.22.178:37777 open
10.208.202.10:37841 open
10.208.202.86:37887 open
10.208.203.97:38017 open
10.208.208.16:38169 open
10.208.202.203:38187 open
10.208.93.154:38227 open
10.208.202.153:38278 open
10.208.203.144:38321 open
10.208.22.2:38683 open
10.208.22.180:38800 open
10.208.208.135:39063 open
10.208.209.34:39171 open
10.208.209.6:39171 open
10.208.209.34:39172 open
10.208.209.6:39172 open
10.208.22.2:39193 open
10.208.202.251:39543 open
10.208.15.232:39848 open
10.208.208.2:40033 open
10.208.13.11:40080 open
10.208.203.144:40289 open
10.208.208.118:40391 open
10.208.13.11:40443 open
10.208.93.161:40500 open
10.208.208.186:40737 open
10.208.202.165:40827 open
10.208.202.203:40907 open
10.208.208.211:41219 open
10.208.202.78:41277 open
10.208.255.3:41637 open
10.208.255.5:41637 open
10.208.202.78:41737 open
10.208.209.15:41793 open
10.208.22.2:41896 open
10.208.202.174:42119 open
10.208.209.15:42169 open
10.208.208.225:42201 open
10.208.208.233:42221 open
10.208.22.178:42323 open
10.208.208.35:42391 open
10.208.202.103:42783 open
10.208.202.86:42789 open
10.208.93.160:42911 open
10.208.9.149:43001 open
10.208.9.151:43001 open
10.208.9.150:43001 open
10.208.202.138:43151 open
10.208.93.162:43489 open
10.208.8.238:43527 open
10.208.208.2:43639 open
10.208.202.203:43953 open
10.208.202.233:43973 open
10.208.208.225:44041 open
10.208.22.2:44190 open
10.208.93.162:44273 open
10.208.202.251:44303 open
10.208.208.239:44443 open
10.208.22.2:44572 open
10.208.203.44:44741 open
10.208.208.211:44801 open
10.208.208.227:44891 open
10.208.203.10:45415 open
10.208.203.144:45493 open
10.208.202.203:45589 open
10.208.208.217:45817 open
10.208.208.16:45827 open
10.208.93.162:45880 open
10.208.202.10:45903 open
10.208.208.213:46583 open
10.208.202.45:46888 open
10.208.208.125:46888 open
10.208.208.73:46888 open
10.208.202.183:46888 open
10.208.203.27:46888 open
10.208.202.112:46888 open
10.208.202.39:46888 open
10.208.209.61:46888 open
10.208.202.190:46888 open
10.208.208.26:46888 open
10.208.202.219:46888 open
10.208.208.68:46888 open
10.208.203.79:46888 open
10.208.21.3:47001 open
10.208.20.4:47001 open
10.208.20.3:47001 open
10.208.20.2:47001 open
10.208.93.154:47001 open
10.208.93.156:47001 open
10.208.93.155:47001 open
10.208.93.199:47001 open
10.208.93.159:47001 open
10.208.93.198:47001 open
10.208.93.190:47001 open
10.208.93.173:47001 open
10.208.93.153:47001 open
10.208.93.191:47001 open
10.208.192.4:47001 open
10.208.192.10:47001 open
10.208.192.87:47001 open
10.208.211.200:47001 open
10.208.209.34:47546 open
10.208.203.27:47888 open
10.208.202.39:47888 open
10.208.202.219:47888 open
10.208.22.2:47985 open
10.208.20.4:48060 open
10.208.93.162:48153 open
10.208.202.4:48440 open
10.208.202.210:48440 open
10.208.202.187:48440 open
10.208.203.96:48440 open
10.208.203.85:48440 open
10.208.203.110:48440 open
10.208.203.122:48440 open
10.208.203.46:48440 open
10.208.203.1:48440 open
10.208.202.135:48440 open
10.208.203.22:48440 open
10.208.93.163:48484 open
10.208.13.243:48602 open
10.208.15.237:48822 open
10.208.5.250:49152 open
10.208.8.114:49152 open
10.208.8.127:49152 open
10.208.9.199:49152 open
10.208.14.17:49152 open
10.208.14.81:49152 open
10.208.20.4:49152 open
10.208.20.3:49152 open
10.208.20.2:49152 open
10.208.93.156:49152 open
10.208.93.154:49152 open
10.208.93.198:49152 open
10.208.93.159:49152 open
10.208.93.232:49152 open
10.208.93.199:49152 open
10.208.93.155:49152 open
10.208.93.153:49152 open
10.208.93.173:49152 open
10.208.93.190:49152 open
10.208.192.4:49152 open
10.208.93.191:49152 open
10.208.192.87:49152 open
10.208.199.5:49152 open
10.208.210.63:49152 open
10.208.202.100:49152 open
10.208.209.58:49152 open
10.208.208.240:49152 open
10.208.203.125:49152 open
10.208.209.34:49152 open
10.208.210.69:49152 open
10.208.211.5:49152 open
10.208.210.242:49152 open
10.208.210.241:49152 open
10.208.211.200:49152 open
10.208.210.243:49152 open
10.208.209.29:49152 open
10.208.202.29:49152 open
10.208.202.103:49152 open
10.208.208.16:49152 open
10.208.202.153:49152 open
10.208.203.70:49152 open
10.208.202.78:49152 open
10.208.203.137:49152 open
10.208.5.250:49153 open
10.208.8.114:49153 open
10.208.8.127:49153 open
10.208.9.199:49153 open
10.208.14.17:49153 open
10.208.14.81:49153 open
10.208.20.4:49153 open
10.208.20.2:49153 open
10.208.20.3:49153 open
10.208.93.154:49153 open
10.208.93.156:49153 open
10.208.208.80:49152 open
10.208.93.155:49153 open
10.208.93.199:49153 open
10.208.93.153:49153 open
10.208.93.173:49153 open
10.208.93.198:49153 open
10.208.93.190:49153 open
10.208.93.159:49153 open
10.208.192.4:49153 open
10.208.93.191:49153 open
10.208.192.87:49153 open
10.208.210.63:49153 open
10.208.208.240:49153 open
10.208.209.58:49153 open
10.208.209.34:49153 open
10.208.211.200:49153 open
10.208.209.29:49153 open
10.208.202.15:49152 open
10.208.202.174:49152 open
10.208.202.153:49153 open
10.208.202.18:49152 open
10.208.5.250:49154 open
10.208.8.114:49154 open
10.208.9.199:49154 open
10.208.14.81:49154 open
10.208.20.4:49154 open
10.208.93.156:49154 open
10.208.93.154:49154 open
10.208.93.199:49154 open
10.208.93.155:49154 open
10.208.93.159:49154 open
10.208.93.173:49154 open
10.208.93.190:49154 open
10.208.192.4:49154 open
10.208.93.191:49154 open
10.208.192.87:49154 open
10.208.210.63:49154 open
10.208.208.240:49154 open
10.208.209.58:49154 open
10.208.209.34:49154 open
10.208.209.29:49154 open
10.208.211.200:49154 open
10.208.8.114:49155 open
10.208.8.127:49155 open
10.208.14.17:49155 open
10.208.14.81:49155 open
10.208.93.154:49155 open
10.208.93.156:49155 open
10.208.93.155:49155 open
10.208.93.199:49155 open
10.208.93.198:49155 open
10.208.93.153:49155 open
10.208.192.4:49155 open
10.208.93.191:49155 open
10.208.192.87:49155 open
10.208.210.63:49155 open
10.208.211.200:49155 open
10.208.202.211:49154 open
10.208.5.250:49156 open
10.208.14.17:49156 open
10.208.20.3:49156 open
10.208.20.2:49156 open
10.208.93.199:49156 open
10.208.93.159:49156 open
10.208.192.4:49156 open
10.208.93.191:49156 open
10.208.93.173:49156 open
10.208.192.87:49156 open
10.208.211.200:49156 open
10.208.8.127:49157 open
10.208.9.199:49157 open
10.208.20.4:49157 open
10.208.20.2:49157 open
10.208.93.199:49157 open
10.208.93.191:49157 open
10.208.202.15:49157 open
10.208.9.199:49158 open
10.208.20.3:49158 open
10.208.93.154:49158 open
10.208.93.198:49158 open
10.208.8.127:49159 open
10.208.20.4:49159 open
10.208.93.154:49159 open
10.208.192.4:49159 open
10.208.209.58:49159 open
10.208.209.29:49159 open
10.208.192.87:49160 open
10.208.192.240:49160 open
10.208.211.200:49160 open
10.208.8.114:49161 open
10.208.93.190:49161 open
10.208.93.153:49161 open
10.208.192.87:49161 open
10.208.210.63:49161 open
10.208.209.58:49161 open
10.208.209.58:49162 open
10.208.14.17:49163 open
10.208.93.190:49163 open
10.208.203.70:49162 open
10.208.14.17:49164 open
10.208.20.3:49164 open
10.208.93.153:49165 open
10.208.192.4:49165 open
10.208.93.153:49166 open
10.208.14.81:49167 open
10.208.93.190:49167 open
10.208.20.3:49168 open
10.208.93.190:49168 open
10.208.93.155:49169 open
10.208.93.190:49169 open
10.208.210.63:49169 open
10.208.14.17:49170 open
10.208.93.155:49170 open
10.208.93.190:49170 open
10.208.20.2:49171 open
10.208.20.2:49172 open
10.208.14.81:49174 open
10.208.208.80:49173 open
10.208.209.34:49176 open
10.208.192.4:49177 open
10.208.192.4:49180 open
10.208.93.190:49181 open
10.208.192.4:49183 open
10.208.93.159:49183 open
10.208.211.200:49184 open
10.208.211.200:49188 open
10.208.93.190:49189 open
10.208.93.173:49191 open
10.208.20.4:49192 open
10.208.93.173:49192 open
10.208.93.159:49193 open
10.208.208.240:49193 open
10.208.93.159:49195 open
10.208.93.198:49198 open
10.208.211.200:49209 open
10.208.211.200:49211 open
10.208.211.200:49212 open
10.208.192.4:49220 open
10.208.192.4:49221 open
10.208.192.4:49222 open
10.208.20.3:49246 open
10.208.208.240:49246 open
10.208.20.3:49248 open
10.208.8.114:49251 open
10.208.208.240:49251 open
10.208.8.114:49255 open
10.208.211.200:49261 open
10.208.192.4:49271 open
10.208.93.156:49286 open
10.208.93.156:49288 open
10.208.209.34:49289 open
10.208.209.34:49293 open
10.208.209.34:49294 open
10.208.209.29:49320 open
10.208.93.190:49349 open
10.208.20.4:49362 open
10.208.20.4:49363 open
10.208.93.198:49373 open
10.208.93.198:49375 open
10.208.255.2:49395 open
10.208.255.4:49395 open
10.208.255.6:49395 open
10.208.209.29:49413 open
10.208.93.160:49427 open
10.208.13.11:49629 open
10.208.8.156:49664 open
10.208.21.3:49664 open
10.208.192.10:49664 open
10.208.192.123:49664 open
10.208.195.68:49664 open
10.208.209.28:49664 open
10.208.209.13:49664 open
10.208.210.62:49664 open
10.208.209.52:49664 open
10.208.209.56:49664 open
10.208.209.6:49664 open
10.208.209.55:49664 open
10.208.209.17:49664 open
10.208.209.59:49664 open
10.208.208.159:49664 open
10.208.8.156:49665 open
10.208.21.3:49665 open
10.208.192.10:49665 open
10.208.192.123:49665 open
10.208.195.68:49665 open
10.208.209.28:49665 open
10.208.210.62:49665 open
10.208.209.13:49665 open
10.208.209.52:49665 open
10.208.209.6:49665 open
10.208.209.17:49665 open
10.208.209.59:49665 open
10.208.208.159:49665 open
10.208.209.56:49665 open
10.208.209.55:49665 open
10.208.8.156:49666 open
10.208.21.3:49666 open
10.208.192.10:49666 open
10.208.192.123:49666 open
10.208.195.68:49666 open
10.208.209.13:49666 open
10.208.209.28:49666 open
10.208.210.62:49666 open
10.208.209.56:49666 open
10.208.208.159:49666 open
10.208.209.52:49666 open
10.208.209.6:49666 open
10.208.209.17:49666 open
10.208.209.59:49666 open
10.208.209.55:49666 open
10.208.8.156:49667 open
10.208.21.3:49667 open
10.208.192.123:49667 open
10.208.208.161:49664 open
10.208.208.161:49665 open
10.208.208.40:49665 open
10.208.208.40:49666 open
10.208.208.159:49667 open
10.208.209.13:49667 open
10.208.209.28:49667 open
10.208.210.62:49667 open
10.208.209.55:49667 open
10.208.209.52:49667 open
10.208.209.6:49667 open
10.208.209.56:49667 open
10.208.209.17:49667 open
10.208.209.59:49667 open
10.208.208.161:49666 open
10.208.208.161:49667 open
10.208.8.156:49668 open
10.208.21.3:49668 open
10.208.192.10:49668 open
10.208.209.28:49668 open
10.208.209.13:49668 open
10.208.209.52:49668 open
10.208.209.6:49668 open
10.208.209.17:49668 open
10.208.209.59:49668 open
10.208.208.159:49668 open
10.208.209.56:49668 open
10.208.21.3:49669 open
10.208.209.13:49669 open
10.208.210.62:49669 open
10.208.209.52:49669 open
10.208.209.6:49669 open
10.208.209.17:49669 open
10.208.209.59:49669 open
10.208.208.40:49667 open
10.208.209.13:49670 open
10.208.209.59:49670 open
10.208.209.6:49670 open
10.208.208.161:49669 open
10.208.208.161:49668 open
10.208.192.10:49671 open
10.208.21.3:49672 open
10.208.192.10:49672 open
10.208.192.10:49673 open
10.208.195.68:49673 open
10.208.209.55:49673 open
10.208.208.40:49674 open
10.208.8.156:49676 open
10.208.209.28:49677 open
10.208.8.156:49678 open
10.208.210.62:49678 open
10.208.208.161:49677 open
10.208.208.159:49679 open
10.208.209.28:49680 open
10.208.209.55:49680 open
10.208.209.6:49683 open
10.208.8.156:49684 open
10.208.209.17:49684 open
10.208.209.59:49685 open
10.208.209.13:49686 open
10.208.8.156:49688 open
10.208.209.55:49693 open
10.208.210.62:49694 open
10.208.208.159:49696 open
10.208.209.56:49696 open
10.208.209.56:49697 open
10.208.209.52:49716 open
10.208.195.68:49721 open
10.208.195.68:49726 open
10.208.208.240:49732 open
10.208.208.159:49732 open
10.208.208.240:49735 open
10.208.208.159:49735 open
10.208.192.10:49747 open
10.208.192.123:49757 open
10.208.192.123:49794 open
10.208.192.123:49829 open
10.208.209.59:49904 open
10.208.209.59:49922 open
10.208.93.173:49940 open
10.208.209.59:49940 open
10.208.93.173:49944 open
10.208.195.68:49965 open
10.208.209.13:49973 open
10.208.209.13:49978 open
10.208.203.135:50002 open
10.208.13.11:50081 open
10.208.13.11:50082 open
10.208.13.11:50083 open
10.208.13.11:50084 open
10.208.8.156:50094 open
10.208.8.114:50097 open
10.208.208.21:50100 open
10.208.208.15:50100 open
10.208.208.13:50100 open
10.208.208.19:50100 open
10.208.208.77:50100 open
10.208.209.59:50120 open
10.208.209.13:50139 open
10.208.202.34:50148 open
10.208.209.13:50361 open
